B0B61YDF5V,"God of War: Ragnarök",PlayStation5,69.99,img/godofwarsony.jpeg
B01JYW2EY4,"The Witcher: Wild Hunt",Microsoft,25.78,img/theWitchermicrosoft.jpeg
B097B2YWFX,"The Legend of Zelda: Tears of the Kingdom","Nintendo Switch",69.99,img/zeldanintendo.jpeg
B0CLYM882Q,"Castlevania: Bloodlines (Renewed)","Sega Genesis",117.37,img/castlevaniasega.jpeg
B07NPKQW7Z,"Apex Legends","EA App",39.99,img/apexLegendsEA.jpeg
